As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance,Balance Difference,Match Status
23-10-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,18739,18739,0,Match
24-10-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,41488,41488,0,Match
24-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,14809,14809,0,Match
24-10-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,38504,38504,0,Match
24-10-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,2185,2185,0,Match
25-10-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,26044,26044,0,Match
26-10-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,18313,18313,0,Match
27-10-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,32981,32981,0,Match
27-10-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,97976,97976,0,Match
27-10-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,41036,41036,0,Match
28-10-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,34131,34131,0,Match
28-10-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,86587,86587,0,Match
29-10-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,70229,7357,62872,Break
30-10-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,12127,27610,-15483,Break
30-10-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,93174,93174,0,Match
30-10-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,4838,4838,0,Match
30-10-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,73926,73926,0,Match
30-10-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,38700,38700,0,Match
31-10-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,22223,22223,0,Match
31-10-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,29654,29654,0,Match
31-10-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,98871,24947,73924,Break
01-11-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,82966,82966,0,Match
01-11-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,98135,98135,0,Match
02-11-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,61340,96203,-34863,Break
02-11-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,54420,18318,36102,Break
02-11-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,985,20953,-19968,Break
02-11-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,22739,22739,0,Match
03-11-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,79745,79745,0,Match
03-11-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,31219,31219,0,Match
03-11-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,65985,65985,0,Match
04-11-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,45085,29714,15371,Break
04-11-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,33757,33757,0,Match
05-11-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,16155,16155,0,Match
05-11-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,86597,86597,0,Match
05-11-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,74859,74859,0,Match
07-11-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,72457,72457,0,Match
08-11-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,66094,66094,0,Match
08-11-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,84923,84923,0,Match
09-11-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,24319,83393,-59074,Break
09-11-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,62588,82202,-19614,Break
09-11-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,23685,23685,0,Match
09-11-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,17962,17962,0,Match
10-11-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,43353,43353,0,Match
10-11-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,176,176,0,Match
10-11-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,10832,10832,0,Match
11-11-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,61185,11863,49322,Break
12-11-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,64309,64309,0,Match
12-11-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,90916,68005,22911,Break
13-11-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,83310,83310,0,Match
13-11-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,28097,85626,-57529,Break
14-11-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,53692,36078,17614,Break
15-11-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,90673,90673,0,Match
15-11-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,1745,1745,0,Match
16-11-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,8017,8017,0,Match
16-11-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,36213,36213,0,Match
18-11-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,91282,91282,0,Match
18-11-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,74203,74203,0,Match
21-11-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,99489,79038,20451,Break
21-11-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,8363,8363,0,Match
22-11-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,37359,2799,34560,Break
22-11-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,56885,56885,0,Match
22-11-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,37547,37547,0,Match
22-11-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59932,14638,45294,Break
22-11-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,91980,91980,0,Match
23-11-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59506,61566,-2060,Break
23-11-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,31013,45186,-14173,Break
23-11-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,68891,68891,0,Match
23-11-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,42548,32176,10372,Break
23-11-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,30910,30910,0,Match
24-11-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,29952,95725,-65773,Break
24-11-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,56957,56957,0,Match
24-11-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,66939,19422,47517,Break
26-11-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,35168,35168,0,Match
26-11-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,79126,79126,0,Match
26-11-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,1254,1254,0,Match
26-11-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,3597,3597,0,Match
27-11-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,66805,66805,0,Match
27-11-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,30539,76644,-46105,Break
28-11-2024,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,9913,9913,0,Match
30-11-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,89460,89460,0,Match
30-11-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,76445,76445,0,Match
01-12-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59534,59534,0,Match
01-12-2024,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,42611,42611,0,Match
02-12-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,29486,71023,-41537,Break
02-12-2024,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,55213,55213,0,Match
03-12-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58875,58875,0,Match
03-12-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,31484,31484,0,Match
03-12-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,64746,23901,40845,Break
05-12-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,7970,7970,0,Match
06-12-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,726,726,0,Match
06-12-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,3600,31687,-28087,Break
07-12-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,58791,58791,0,Match
08-12-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,74484,74484,0,Match
08-12-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,42381,42381,0,Match
09-12-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,37637,37637,0,Match
10-12-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,41832,41832,0,Match
10-12-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,59290,59290,0,Match
10-12-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,20816,20816,0,Match
11-12-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,38172,38172,0,Match
11-12-2024,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,49572,49572,0,Match
11-12-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,40396,40396,0,Match
12-12-2024,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,93599,93599,0,Match
13-12-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,4684,2181,2503,Break
13-12-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,60529,60529,0,Match
13-12-2024,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,63631,63631,0,Match
13-12-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,30896,30896,0,Match
14-12-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,99208,99208,0,Match
14-12-2024,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,54828,54828,0,Match
15-12-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,83569,83569,0,Match
16-12-2024,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,64715,71990,-7275,Break
16-12-2024,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,11952,24901,-12949,Break
16-12-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,40919,74277,-33358,Break
16-12-2024,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,55929,55929,0,Match
17-12-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,5051,5051,0,Match
18-12-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,16958,12255,4703,Break
19-12-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,52757,52757,0,Match
19-12-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,1861,25158,-23297,Break
20-12-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,52075,52075,0,Match
20-12-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,82240,17757,64483,Break
20-12-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,84511,84511,0,Match
21-12-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,22213,22213,0,Match
21-12-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,27597,12353,15244,Break
21-12-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,37833,37833,0,Match
21-12-2024,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95047,84286,10761,Break
24-12-2024,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,33538,82414,-48876,Break
26-12-2024,3,618986,4929,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,93179,93179,0,Match
26-12-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,24332,24332,0,Match
27-12-2024,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,29655,29655,0,Match
29-12-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,64375,45673,18702,Break
29-12-2024,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,80688,80688,0,Match
29-12-2024,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,1874,1874,0,Match
29-12-2024,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,69735,69735,0,Match
29-12-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,30815,30815,0,Match
30-12-2024,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,79458,34702,44756,Break
30-12-2024,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,27854,27854,0,Match
31-12-2024,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,48728,25054,23674,Break
01-01-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,16979,16979,0,Match
01-01-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,34760,34760,0,Match
02-01-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,3555,3555,0,Match
03-01-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,63329,63329,0,Match
03-01-2025,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,34262,34262,0,Match
04-01-2025,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,1599,1599,0,Match
06-01-2025,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,34936,34936,0,Match
07-01-2025,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,53568,855,52713,Break
07-01-2025,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,91404,91404,0,Match
08-01-2025,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,73106,80082,-6976,Break
08-01-2025,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,73108,73108,0,Match
09-01-2025,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,15176,15176,0,Match
09-01-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,72697,72697,0,Match
09-01-2025,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,7085,7085,0,Match
10-01-2025,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,33384,33384,0,Match
10-01-2025,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,52771,52771,0,Match
11-01-2025,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,80616,56557,24059,Break
11-01-2025,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,83527,83527,0,Match
12-01-2025,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,13587,13587,0,Match
13-01-2025,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,69342,69342,0,Match
13-01-2025,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,95242,69154,26088,Break
13-01-2025,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,4045,4045,0,Match
14-01-2025,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,90733,90733,0,Match
15-01-2025,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,25283,25283,0,Match
16-01-2025,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,5961,5961,0,Match
16-01-2025,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,20960,20960,0,Match
16-01-2025,0,959126,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,19876,40515,-20639,Break
16-01-2025,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,10442,10442,0,Match
16-01-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,86171,86171,0,Match
16-01-2025,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,90920,29660,61260,Break
16-01-2025,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,79775,79775,0,Match
18-01-2025,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,94423,94423,0,Match
19-01-2025,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,71392,71392,0,Match
19-01-2025,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,59981,46822,13159,Break
20-01-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,90034,27021,63013,Break
20-01-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,20179,20179,0,Match
20-01-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,39920,39920,0,Match
20-01-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,43783,43783,0,Match
21-01-2025,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,52033,52033,0,Match
21-01-2025,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,12133,12133,0,Match
21-01-2025,0,926960,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,76847,76847,0,Match
21-01-2025,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,35372,35372,0,Match
22-01-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,76265,13099,63166,Break
23-01-2025,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,54994,54994,0,Match
24-01-2025,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,3128,3128,0,Match
25-01-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,35986,35986,0,Match
25-01-2025,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,41595,41595,0,Match
25-01-2025,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,95077,95077,0,Match
25-01-2025,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,86974,66421,20553,Break
26-01-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,87908,17111,70797,Break
26-01-2025,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,53842,84983,-31141,Break
26-01-2025,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,76576,15568,61008,Break
27-01-2025,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,17730,78450,-60720,Break
27-01-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,67622,67622,0,Match
27-01-2025,3,954576,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,58143,67656,-9513,Break
27-01-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,18060,18060,0,Match
27-01-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,62203,62203,0,Match
27-01-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,90999,90999,0,Match
29-01-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,91884,91884,0,Match
30-01-2025,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,30324,43663,-13339,Break
31-01-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,8934,8934,0,Match
31-01-2025,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,52348,4811,47537,Break
31-01-2025,0,285384,62695,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,6147,6147,0,Match
02-02-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,15874,30846,-14972,Break
02-02-2025,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,32261,32261,0,Match
02-02-2025,2,812567,62695,USD,ALL OTHER DEFERRED,ALL OTHER DEFERRED,70583,70583,0,Match
03-02-2025,0,221956,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,56408,56408,0,Match
04-02-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,53192,93263,-40071,Break
05-02-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,30892,30892,0,Match
06-02-2025,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,84767,60424,24343,Break
07-02-2025,3,107844,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,91698,75188,16510,Break
07-02-2025,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,70585,70585,0,Match
08-02-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,45337,45337,0,Match
08-02-2025,2,731067,4398,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,22271,22271,0,Match
09-02-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,23013,23013,0,Match
09-02-2025,0,861486,62695,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,29821,29821,0,Match
09-02-2025,3,350824,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,37999,37999,0,Match
09-02-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,81682,61279,20403,Break
10-02-2025,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,86165,86165,0,Match
11-02-2025,1,287558,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,85475,71392,14083,Break
12-02-2025,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,67576,80915,-13339,Break
13-02-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,2285,2285,0,Match
13-02-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,2869,2869,0,Match
13-02-2025,1,851591,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,23817,8690,15127,Break
13-02-2025,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,66221,66221,0,Match
13-02-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,9674,10359,-685,Break
14-02-2025,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,29799,29799,0,Match
14-02-2025,0,941109,4929,USD,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,39332,94924,-55592,Break
14-02-2025,1,605563,4398,GBP,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,25824,25824,0,Match
14-02-2025,2,791584,4929,GBP,ALL OTHER PRINCIPAL,ALL OTHER DEFERRED,25403,25403,0,Match
14-02-2025,1,521127,62695,EUR,ALL OTHER DEFERRED,ALL OTHER PRINCIPAL,96644,70567,26077,Break
15-02-2025,0,232256,62695,EUR,ALL OTHER DEFERRED,ALL OTHER DEFERRED,37939,37939,0,Match
15-02-2025,0,593032,62695,GBP,ALL OTHER DEFERRED,ALL OTHER DEFERRED,2096,44354,-42258,Break
16-02-2025,0,408013,4929,EUR,ALL OTHER PRINCIPAL,ALL OTHER PRINCIPAL,17670,17670,0,Match
